focus_node,neighbor,direction,target,source,weight,abs_weight
119,627,neighbor_to_focus,119,627,0.12068776041269302,0.12068776041269302
119,738,neighbor_to_focus,119,738,0.10653159022331238,0.10653159022331238
119,753,neighbor_to_focus,119,753,0.09978426992893219,0.09978426992893219
119,330,neighbor_to_focus,119,330,0.08266022056341171,0.08266022056341171
119,299,neighbor_to_focus,119,299,0.0806247740983963,0.0806247740983963
119,703,neighbor_to_focus,119,703,0.07570303976535797,0.07570303976535797
119,376,neighbor_to_focus,119,376,0.07439988106489182,0.07439988106489182
119,251,neighbor_to_focus,119,251,-0.07241380959749222,0.07241380959749222
119,390,focus_to_neighbor,390,119,-0.32812175154685974,0.32812175154685974
119,729,focus_to_neighbor,729,119,0.06778427958488464,0.06778427958488464
119,674,focus_to_neighbor,674,119,0.06485103815793991,0.06485103815793991
119,153,focus_to_neighbor,153,119,-0.05950341373682022,0.05950341373682022
119,52,focus_to_neighbor,52,119,0.05853864923119545,0.05853864923119545
119,264,focus_to_neighbor,264,119,-0.04111005738377571,0.04111005738377571
119,257,focus_to_neighbor,257,119,-0.02939165197312832,0.02939165197312832
119,419,focus_to_neighbor,419,119,0.027693819254636765,0.027693819254636765
792,173,neighbor_to_focus,792,173,0.12473313510417938,0.12473313510417938
792,92,neighbor_to_focus,792,92,0.11693891137838364,0.11693891137838364
792,190,neighbor_to_focus,792,190,0.10803008824586868,0.10803008824586868
792,567,neighbor_to_focus,792,567,0.07701683044433594,0.07701683044433594
792,661,neighbor_to_focus,792,661,-0.07267874479293823,0.07267874479293823
792,77,neighbor_to_focus,792,77,0.07111045718193054,0.07111045718193054
792,753,neighbor_to_focus,792,753,0.06186608597636223,0.06186608597636223
792,689,neighbor_to_focus,792,689,-0.06108177453279495,0.06108177453279495
792,689,focus_to_neighbor,689,792,-0.3532520830631256,0.3532520830631256
792,781,focus_to_neighbor,781,792,-0.24871449172496796,0.24871449172496796
792,780,focus_to_neighbor,780,792,0.13423515856266022,0.13423515856266022
792,782,focus_to_neighbor,782,792,-0.10524830967187881,0.10524830967187881
792,422,focus_to_neighbor,422,792,0.10226286202669144,0.10226286202669144
792,803,focus_to_neighbor,803,792,-0.07916387170553207,0.07916387170553207
792,490,focus_to_neighbor,490,792,-0.04421638324856758,0.04421638324856758
792,712,focus_to_neighbor,712,792,-0.042163752019405365,0.042163752019405365
835,838,neighbor_to_focus,835,838,-0.09690496325492859,0.09690496325492859
835,606,neighbor_to_focus,835,606,0.0615508034825325,0.0615508034825325
835,358,neighbor_to_focus,835,358,0.05908626317977905,0.05908626317977905
835,253,neighbor_to_focus,835,253,-0.04486243799328804,0.04486243799328804
835,567,neighbor_to_focus,835,567,0.043096110224723816,0.043096110224723816
835,857,neighbor_to_focus,835,857,-0.04227791354060173,0.04227791354060173
835,238,neighbor_to_focus,835,238,-0.03961573913693428,0.03961573913693428
835,525,neighbor_to_focus,835,525,0.03883148729801178,0.03883148729801178
835,856,focus_to_neighbor,856,835,-0.19771799445152283,0.19771799445152283
835,243,focus_to_neighbor,243,835,-0.10642720758914948,0.10642720758914948
835,341,focus_to_neighbor,341,835,-0.10292316228151321,0.10292316228151321
835,626,focus_to_neighbor,626,835,-0.09582556039094925,0.09582556039094925
835,694,focus_to_neighbor,694,835,0.09050625562667847,0.09050625562667847
835,750,focus_to_neighbor,750,835,-0.08574497699737549,0.08574497699737549
835,165,focus_to_neighbor,165,835,-0.08466790616512299,0.08466790616512299
835,85,focus_to_neighbor,85,835,-0.0820126086473465,0.0820126086473465
841,358,neighbor_to_focus,841,358,0.1688893586397171,0.1688893586397171
841,842,neighbor_to_focus,841,842,0.1404540091753006,0.1404540091753006
841,472,neighbor_to_focus,841,472,-0.11036860942840576,0.11036860942840576
841,567,neighbor_to_focus,841,567,0.10102628916501999,0.10102628916501999
841,746,neighbor_to_focus,841,746,0.04485861584544182,0.04485861584544182
841,522,neighbor_to_focus,841,522,0.044680338352918625,0.044680338352918625
841,492,neighbor_to_focus,841,492,0.0428730733692646,0.0428730733692646
841,101,neighbor_to_focus,841,101,0.04043686017394066,0.04043686017394066
841,188,focus_to_neighbor,188,841,-0.26863402128219604,0.26863402128219604
841,843,focus_to_neighbor,843,841,0.26618334650993347,0.26618334650993347
841,504,focus_to_neighbor,504,841,0.24059420824050903,0.24059420824050903
841,842,focus_to_neighbor,842,841,0.1623779833316803,0.1623779833316803
841,122,focus_to_neighbor,122,841,0.1412745714187622,0.1412745714187622
841,103,focus_to_neighbor,103,841,0.1369805485010147,0.1369805485010147
841,636,focus_to_neighbor,636,841,0.12306982278823853,0.12306982278823853
841,23,focus_to_neighbor,23,841,0.11317124962806702,0.11317124962806702
721,719,neighbor_to_focus,721,719,0.15929362177848816,0.15929362177848816
721,358,neighbor_to_focus,721,358,0.09220373630523682,0.09220373630523682
721,472,neighbor_to_focus,721,472,-0.0872567817568779,0.0872567817568779
721,752,neighbor_to_focus,721,752,0.08076703548431396,0.08076703548431396
721,92,neighbor_to_focus,721,92,0.07960548996925354,0.07960548996925354
721,101,neighbor_to_focus,721,101,0.07880180329084396,0.07880180329084396
721,173,neighbor_to_focus,721,173,0.0672258660197258,0.0672258660197258
721,567,neighbor_to_focus,721,567,0.04597466066479683,0.04597466066479683
721,530,focus_to_neighbor,530,721,0.16631560027599335,0.16631560027599335
721,341,focus_to_neighbor,341,721,0.15563762187957764,0.15563762187957764
721,247,focus_to_neighbor,247,721,0.15279710292816162,0.15279710292816162
721,129,focus_to_neighbor,129,721,0.12966085970401764,0.12966085970401764
721,682,focus_to_neighbor,682,721,0.12574435770511627,0.12574435770511627
721,101,focus_to_neighbor,101,721,0.12294098734855652,0.12294098734855652
721,719,focus_to_neighbor,719,721,0.12190231680870056,0.12190231680870056
721,735,focus_to_neighbor,735,721,0.09621357172727585,0.09621357172727585
187,278,neighbor_to_focus,187,278,0.24466843903064728,0.24466843903064728
187,77,neighbor_to_focus,187,77,0.13671475648880005,0.13671475648880005
187,173,neighbor_to_focus,187,173,0.1233290582895279,0.1233290582895279
187,669,neighbor_to_focus,187,669,-0.11908601969480515,0.11908601969480515
187,513,neighbor_to_focus,187,513,-0.07741732150316238,0.07741732150316238
187,801,neighbor_to_focus,187,801,-0.07383353263139725,0.07383353263139725
187,133,neighbor_to_focus,187,133,-0.07381568849086761,0.07381568849086761
187,180,neighbor_to_focus,187,180,0.07010859251022339,0.07010859251022339
187,246,focus_to_neighbor,246,187,0.14099572598934174,0.14099572598934174
187,772,focus_to_neighbor,772,187,0.12610569596290588,0.12610569596290588
187,29,focus_to_neighbor,29,187,0.12234010547399521,0.12234010547399521
187,552,focus_to_neighbor,552,187,0.10935468226671219,0.10935468226671219
187,122,focus_to_neighbor,122,187,0.10191378742456436,0.10191378742456436
187,715,focus_to_neighbor,715,187,-0.09599697589874268,0.09599697589874268
187,602,focus_to_neighbor,602,187,0.08283344656229019,0.08283344656229019
187,356,focus_to_neighbor,356,187,0.07914173603057861,0.07914173603057861
734,779,neighbor_to_focus,734,779,-0.10038053244352341,0.10038053244352341
734,151,neighbor_to_focus,734,151,0.09525473415851593,0.09525473415851593
734,257,neighbor_to_focus,734,257,-0.09093878418207169,0.09093878418207169
734,480,neighbor_to_focus,734,480,0.08470039814710617,0.08470039814710617
734,96,neighbor_to_focus,734,96,0.07945060729980469,0.07945060729980469
734,538,neighbor_to_focus,734,538,-0.07461841404438019,0.07461841404438019
734,838,neighbor_to_focus,734,838,0.06951767206192017,0.06951767206192017
734,766,neighbor_to_focus,734,766,0.06684854626655579,0.06684854626655579
734,553,focus_to_neighbor,553,734,0.34635528922080994,0.34635528922080994
734,493,focus_to_neighbor,493,734,0.27564358711242676,0.27564358711242676
734,471,focus_to_neighbor,471,734,0.2546580135822296,0.2546580135822296
734,854,focus_to_neighbor,854,734,0.1748458296060562,0.1748458296060562
734,435,focus_to_neighbor,435,734,0.17271925508975983,0.17271925508975983
734,373,focus_to_neighbor,373,734,0.1724678874015808,0.1724678874015808
734,761,focus_to_neighbor,761,734,0.16313956677913666,0.16313956677913666
734,94,focus_to_neighbor,94,734,0.15415704250335693,0.15415704250335693
703,414,neighbor_to_focus,703,414,-0.18068529665470123,0.18068529665470123
703,860,neighbor_to_focus,703,860,0.16015277802944183,0.16015277802944183
703,472,neighbor_to_focus,703,472,-0.15440377593040466,0.15440377593040466
703,267,neighbor_to_focus,703,267,-0.13450220227241516,0.13450220227241516
703,522,neighbor_to_focus,703,522,0.12179066985845566,0.12179066985845566
703,511,neighbor_to_focus,703,511,0.07868660241365433,0.07868660241365433
703,567,neighbor_to_focus,703,567,0.07823742181062698,0.07823742181062698
703,253,neighbor_to_focus,703,253,-0.06819525361061096,0.06819525361061096
703,766,focus_to_neighbor,766,703,0.23811011016368866,0.23811011016368866
703,763,focus_to_neighbor,763,703,0.23050051927566528,0.23050051927566528
703,4,focus_to_neighbor,4,703,0.21868517994880676,0.21868517994880676
703,745,focus_to_neighbor,745,703,0.20929054915905,0.20929054915905
703,629,focus_to_neighbor,629,703,0.197157621383667,0.197157621383667
703,545,focus_to_neighbor,545,703,0.1940818578004837,0.1940818578004837
703,439,focus_to_neighbor,439,703,0.19152863323688507,0.19152863323688507
703,128,focus_to_neighbor,128,703,0.1876247525215149,0.1876247525215149
